site,completeness,std,score
4595_4595,0.04381211787546,0.04061968556646011,0.04285438818276003
4520_4520,0.043261568775173134,0.041728912358647084,0.04280177185021532
2520_2520,0.04314566370142853,0.04187053471066717,0.04276312500420012
4514_4514,0.04358030772797079,0.04058056581519115,0.0426803851541369
4925_4925,0.0421604705745994,0.04371733951569243,0.04262753125692731
3670_3670,0.03969748775752659,0.04939191530341734,0.042605816021293805
2090_2090,0.04282692474863087,0.04201755085137222,0.04258411257945327
4575_4575,0.04418880936512996,0.0383193773784604,0.042427979769129084
4430_4430,0.04355133145953464,0.03977595787548168,0.04241871938431875
460_460,0.04497116861290603,0.036343169078970894,0.04238276875272549
4590_4590,0.04447857204949147,0.03726364472909022,0.04231409385337109
4240_4240,0.04331952131204544,0.03990802174325417,0.042296071441408054
470_470,0.044507548317927616,0.037069708302273366,0.04227619631323134
4020_4020,0.04314566370142853,0.03995847335673629,0.04218950659802085
370_370,0.04288487728550317,0.04026880968470356,0.042100057005263286
2130_2130,0.04418880936512996,0.03720980627318556,0.04209510843754664
4640_4640,0.041899684158674046,0.04233142041758459,0.04202920503634721
475_475,0.044072904291385356,0.03694754774641359,0.041935297327893827
2580_2580,0.04444959578105532,0.03604328384985035,0.041927702201693826
4920_4920,0.04227637564834401,0.04101211878046259,0.041897098587979575
8004_8004,0.04279794848019472,0.03952214787271753,0.04181520829795156
4980_4980,0.04256613833270551,0.04004936457524608,0.04181110620546768
4947_4947,0.04042189446843036,0.04504115353876452,0.041807672189530604
4985_4985,0.04276897221175857,0.03945274437968411,0.04177410386213623
180_180,0.042739995943322416,0.039507153974205095,0.04177014335258722
380_380,0.04271101967488627,0.039542912013771074,0.04176058737655171
4025_4025,0.043783141607023845,0.03698682008011217,0.04174424514895034
43308_2630,0.03488742719712556,0.05772460793022743,0.041738581417056116
4530_4530,0.04358030772797079,0.036931455682794885,0.04158565211441802
4515_4515,0.04268204340645012,0.03897035499119242,0.04156853688187281
4940_4940,0.042218423111471705,0.03994018320019551,0.041534951138088846
8410_8410,0.04314566370142853,0.03756875405567519,0.04147259080770252
7030_7030,0.03216365796412738,0.06314095399441401,0.04145684677321337
210_210,0.04358030772797079,0.0362391637888495,0.0413779645462344
7000_7000,0.029555793804873807,0.06881330279904874,0.04133304650312629
4610_4610,0.04166787401118484,0.040495143412298915,0.04131605483151906
3300_3300,0.036712932108603054,0.051887764742742745,0.04126538189884496
4945_4945,0.042653067138013964,0.03736644806374959,0.041067081415734646
4035_4035,0.04302975862768393,0.036458981793356444,0.04105852557738568
4330_4330,0.026194546666280315,0.07225300052475543,0.04001208282382285
6060_6060,0.032859088406594995,0.053318434247056574,0.03899689215873347
4310_4310,0.03601750166613543,0.04555979590745147,0.03888018993853024
4830_4830,0.04566659905537365,0.02229844955304255,0.03865615420467432
43321_43321,0.012923415722523254,0.09835541917904897,0.03855301675948097
7020_7020,0.02816493291993857,0.05691219198887932,0.03678911064062079
3660_3660,0.04050882327373881,0.024804500405343956,0.03579752641322035
5310_5310,0.03187389527976587,0.043421215271385184,0.03533809127725166
6050_6050,0.04126220625307873,0.01512783540041948,0.03342189499728095
4650_4650,0.02231172669583611,0.05414072849923471,0.03186042723685569
4840_4840,0.03164208513227666,0.0,0.02214945959259366
3900_3900,0.028049027846193966,0.00827699955904379,0.02211741936004891
3200_3200,0.0006085016371591667,0.06867452567139053,0.021028308847428574
4750_4750,0.001796528643041349,0.0626068626356134,0.020039628840812965
